"Trial","Treatment","Replicate","Row","Range","Trial_Mean","row_var","range_var","trt_trl_mean","success","baseline","harvest"
"Location 4","Treatment i","1","1","8",3.74024969460664,-0.219142097979784,0.824843110516667,3.75768487243593,-0.0101876029744744,4.39,4.6
"Location 5","Control","5","5","6",4.35778749665479,-0.345662325620651,0.92717802664265,4.31251329370312,-0.144496041350067,1.84,2.05
"Location 5","Treatment a","5","5","1",4.35778749665479,-0.345662325620651,0.92717802664265,4.39545375378135,0.0673909920267761,-2.79,-2.58
"Location 5","Treatment b","5","5","4",4.35778749665479,-0.345662325620651,0.92717802664265,4.40065877569938,-0.0437739831395447,-0.01,0.2
"Location 5","Treatment c","5","5","3",4.35778749665479,-0.345662325620651,0.92717802664265,4.27470387504836,-0.121163539309055,-0.94,-0.73
"Location 5","Treatment d","5","5","9",4.35778749665479,-0.345662325620651,0.92717802664265,4.46082463718314,0.00662634391337633,4.63,4.84
"Location 5","Treatment e","5","5","8",4.35778749665479,-0.345662325620651,0.92717802664265,4.39547238052948,-0.192605191469193,3.7,3.91
"Location 5","Treatment f","5","5","5",4.35778749665479,-0.345662325620651,0.92717802664265,4.38737881842543,-0.0202555649913848,0.92,1.13
"Location 5","Treatment g","5","5","7",4.35778749665479,-0.345662325620651,0.92717802664265,4.40769792579806,0.184189416188747,2.77,2.98
"Location 5","Treatment h","5","5","2",4.35778749665479,-0.345662325620651,0.92717802664265,4.34624372190413,-0.0558298358693719,-1.86,-1.65
"Location 5","Treatment i","5","5","10",4.35778749665479,-0.345662325620651,0.92717802664265,4.357572846636,0.134084599372,5.55,5.76
"Location 5","Control","4","4","8",4.35778749665479,-0.345662325620651,0.92717802664265,4.31251329370312,-0.144496041350067,4.04,4.25
"Location 5","Treatment a","4","4","10",4.35778749665479,-0.345662325620651,0.92717802664265,4.39545375378135,0.0673909920267761,5.9,6.11
"Location 5","Treatment b","4","4","2",4.35778749665479,-0.345662325620651,0.92717802664265,4.40065877569938,-0.0437739831395447,-1.52,-1.31
"Location 5","Treatment c","4","4","7",4.35778749665479,-0.345662325620651,0.92717802664265,4.27470387504836,-0.121163539309055,3.12,3.33
"Location 5","Treatment d","4","4","5",4.35778749665479,-0.345662325620651,0.92717802664265,4.46082463718314,0.00662634391337633,1.26,1.47
"Location 5","Treatment e","4","4","1",4.35778749665479,-0.345662325620651,0.92717802664265,4.39547238052948,-0.192605191469193,-2.45,-2.24
"Location 5","Treatment f","4","4","6",4.35778749665479,-0.345662325620651,0.92717802664265,4.38737881842543,-0.0202555649913848,2.19,2.4
"Location 5","Treatment g","4","4","3",4.35778749665479,-0.345662325620651,0.92717802664265,4.40769792579806,0.184189416188747,-0.59,-0.38
"Location 5","Treatment h","4","4","9",4.35778749665479,-0.345662325620651,0.92717802664265,4.34624372190413,-0.0558298358693719,4.97,5.18
"Location 5","Treatment i","4","4","4",4.35778749665479,-0.345662325620651,0.92717802664265,4.357572846636,0.134084599372,0.34,0.55
"Location 5","Control","3","3","5",4.35778749665479,-0.345662325620651,0.92717802664265,4.31251329370312,-0.144496041350067,1.61,1.82
"Location 5","Treatment a","3","3","7",4.35778749665479,-0.345662325620651,0.92717802664265,4.39545375378135,0.0673909920267761,3.46,3.67
"Location 5","Treatment b","3","3","9",4.35778749665479,-0.345662325620651,0.92717802664265,4.40065877569938,-0.0437739831395447,5.32,5.53
"Location 5","Treatment c","3","3","1",4.35778749665479,-0.345662325620651,0.92717802664265,4.27470387504836,-0.121163539309055,-2.1,-1.89
"Location 5","Treatment d","3","3","10",4.35778749665479,-0.345662325620651,0.92717802664265,4.46082463718314,0.00662634391337633,6.24,6.45
"Location 5","Treatment e","3","3","2",4.35778749665479,-0.345662325620651,0.92717802664265,4.39547238052948,-0.192605191469193,-1.17,-0.96
"Location 5","Treatment f","3","3","3",4.35778749665479,-0.345662325620651,0.92717802664265,4.38737881842543,-0.0202555649913848,-0.25,-0.04
"Location 5","Treatment g","3","3","8",4.35778749665479,-0.345662325620651,0.92717802664265,4.40769792579806,0.184189416188747,4.39,4.6
"Location 5","Treatment h","3","3","4",4.35778749665479,-0.345662325620651,0.92717802664265,4.34624372190413,-0.0558298358693719,0.68,0.89
"Location 5","Treatment i","3","3","6",4.35778749665479,-0.345662325620651,0.92717802664265,4.357572846636,0.134084599372,2.54,2.75
"Location 5","Control","2","2","2",4.35778749665479,-0.345662325620651,0.92717802664265,4.31251329370312,-0.144496041350067,-0.83,-0.62
"Location 5","Treatment a","2","2","1",4.35778749665479,-0.345662325620651,0.92717802664265,4.39545375378135,0.0673909920267761,-1.75,-1.54
"Location 5","Treatment b","2","2","7",4.35778749665479,-0.345662325620651,0.92717802664265,4.40065877569938,-0.0437739831395447,3.81,4.02
"Location 5","Treatment c","2","2","6",4.35778749665479,-0.345662325620651,0.92717802664265,4.27470387504836,-0.121163539309055,2.88,3.09
"Location 5","Treatment d","2","2","9",4.35778749665479,-0.345662325620651,0.92717802664265,4.46082463718314,0.00662634391337633,5.66,5.87
"Location 5","Treatment e","2","2","8",4.35778749665479,-0.345662325620651,0.92717802664265,4.39547238052948,-0.192605191469193,4.74,4.95
"Location 5","Treatment f","2","2","10",4.35778749665479,-0.345662325620651,0.92717802664265,4.38737881842543,-0.0202555649913848,6.59,6.8
"Location 5","Treatment g","2","2","4",4.35778749665479,-0.345662325620651,0.92717802664265,4.40769792579806,0.184189416188747,1.03,1.24
"Location 5","Treatment h","2","2","3",4.35778749665479,-0.345662325620651,0.92717802664265,4.34624372190413,-0.0558298358693719,0.1,0.31
"Location 5","Treatment i","2","2","5",4.35778749665479,-0.345662325620651,0.92717802664265,4.357572846636,0.134084599372,1.95,2.16
"Location 5","Control","1","1","10",4.35778749665479,-0.345662325620651,0.92717802664265,4.31251329370312,-0.144496041350067,6.94,7.15
"Location 5","Treatment a","1","1","9",4.35778749665479,-0.345662325620651,0.92717802664265,4.39545375378135,0.0673909920267761,6.01,6.22
"Location 5","Treatment b","1","1","2",4.35778749665479,-0.345662325620651,0.92717802664265,4.40065877569938,-0.0437739831395447,-0.48,-0.27
"Location 5","Treatment c","1","1","1",4.35778749665479,-0.345662325620651,0.92717802664265,4.27470387504836,-0.121163539309055,-1.41,-1.2
"Location 5","Treatment d","1","1","6",4.35778749665479,-0.345662325620651,0.92717802664265,4.46082463718314,0.00662634391337633,3.23,3.44
"Location 5","Treatment e","1","1","5",4.35778749665479,-0.345662325620651,0.92717802664265,4.39547238052948,-0.192605191469193,2.3,2.51
"Location 5","Treatment f","1","1","4",4.35778749665479,-0.345662325620651,0.92717802664265,4.38737881842543,-0.0202555649913848,1.37,1.58
"Location 5","Treatment g","1","1","3",4.35778749665479,-0.345662325620651,0.92717802664265,4.40769792579806,0.184189416188747,0.45,0.66
"Location 5","Treatment h","1","1","7",4.35778749665479,-0.345662325620651,0.92717802664265,4.34624372190413,-0.0558298358693719,4.15,4.36
"Location 5","Treatment i","1","1","8",4.35778749665479,-0.345662325620651,0.92717802664265,4.357572846636,0.134084599372,5.08,5.29
